"","grid","property","county","pixel"
"1",-0.00454030496527157,-0.00360744767752123,-0.00719930196327183,-0.00629418562608017
"2",-0.00727914030296085,-0.00706921577466402,-0.00533168819408211,-0.0059140291910224
"3",-0.00466941072150543,-0.00455858016113863,-0.00590678436686795,-0.00648387996107844
"4",-0.0113787955585411,-0.0120068333995758,-0.00416926252702264,-0.00668213544339785
"5",-0.00887399857018566,-0.00310750026548535,-0.004276917145887,-0.00719579290730943
"6",0.0025038725132035,-0.000481272621635428,-0.00460203613808488,-0.00121676696399378
"7",-0.00108221833844352,-0.00147201734369774,-0.00381716790930037,-0.00517630615029186
"8",-0.00224088752798963,0.00563624840363633,-0.00149823335407619,-0.00325083882075177
"9",0.00266598429810017,0.000266928848309013,0.00103424975163044,-0.000147124288719765
"10",-0.00589521864883575,-0.00386952017113553,-0.00684151273909377,-0.00620215906520923
"11",-0.000527277889365801,0.00894162446818774,0.000107951992132819,-0.000583508482998936
"12",0.00430676607536546,0.00266460394403932,0.000891503951005655,0.00254056817537858
"13",-0.00313027308641148,-0.0089421650127028,-0.00513771189027156,-0.00574337778614321
"14",-0.0121825702935755,0.000228288102733188,-0.0059717852405345,-0.00658528056600631
"15",-0.00382169623911725,0.00014810384505873,-0.00309979056064614,0.000693967046919385
"16",-0.00556576774790414,-0.00179309557549308,-0.00219178299123343,-0.00361953781867081
"17",-0.00588733441998877,-0.00752527100293092,-0.00654435628602194,-0.00508619097044098
"18",-0.00274456362726723,-0.0109277713681122,-0.00128892624069094,-0.00358956139028109
"19",-0.0019473018722921,-0.0113262884428329,-0.00195976029953925,-0.00404677202864153
"20",-0.00761396391062304,-0.00296477045360161,-0.0025639030654647,-0.00538766003092413
"21",-0.00269258328884191,-0.0126123736975448,-0.00777990369045656,-0.00137442629346677
"22",0.0100325735820062,0.00867882710746776,0.00733163176585596,0.005279474216917
"23",-0.000568161718643405,-0.0146954550071664,-0.00432183373642242,-0.00344016767708569
"24",0.00484927637100263,0.0069862857999639,0.000599114389293066,0.000844232683673058
"25",-0.00320733089137026,-0.00583461854158264,0.00151784790070507,-0.00364899255312917
"26",-0.00460365155823709,-0.00408137070331761,-0.00560121731289949,-0.0042353561606413
"27",-0.00560812481045464,0.00605184321436888,-0.0031778578611986,-0.00504968545031608
"28",-0.00233786890858858,-0.00920448847472214,0.000816345800722705,-0.00392290015746438
"29",0.00135383029913888,-0.00296519980743103,-0.00110966449561463,0.000487883477584158
"30",-0.00680102437453084,-7.1209307029297e-05,-0.00731535965356574,-0.00712448741681348
"31",-0.00233811241381668,-0.00247489662709353,-0.00123266060671062,-0.00187786279622793
"32",0.00223170025434733,-0.00256067496697834,0.00344870364386558,0.000851864680132109
"33",-0.00386025724133943,0.00211580789120508,-4.66173149551961e-05,-0.00236457344973059
"34",-0.00572247370603056,0.011006427665813,-0.00398913970465177,-0.00258896788839811
"35",0.00305327116119571,0.00687885829223516,0.00326800957827972,0.00154296311498706
"36",-0.00445945831382675,-0.00181230471942832,-0.000282288670807469,-0.00202268515334745
"37",0.00161824449707538,0.0100162867799888,0.00492721179894468,0.00128888268102356
"38",-0.000160926950952007,-0.00272868577542095,0.00130726289176518,0.00281536763676738
"39",0.00439466555765006,0.00718175895695964,0.00272580951132949,0.00322507345643142
