"","0","0.05","0.15","0.25"
"grid",0.00402356817274436,0.00434857299351333,0.00572748661201626,0.00841508936007443
"property",0.00480563857315863,0.0058945894035518,0.0066533164582602,0.0100482677875581
"county",0.00494346130562577,0.00452088106961234,0.00633104368480021,0.00726992429447522
"pixel",0.00351741592735737,0.00398154940251442,0.00733276978615775,0.0101846369194298
