"","0","0.1","0.2","0.3"
"grid fe",0.00353527112970224,0.00428630505148155,0.00640246503223271,0.00705490693066527
"property fe",0.00357662054385279,0.00387294779260754,0.00468256655954717,0.0054966634734285
"county fe",0.00359198401462208,0.0048672619426081,0.00872084127516269,0.0102336210607796
